memory_id,state_id,subdivision,year,month,season,previous_state_id,memory_window_months,available_history_months,historical_state_count,anomaly_persistence,deficit_persistence,rainfall_condition_persistence,consecutive_anomaly_direction,recurrence_count,months_since_similar_state,historical_similarity_count,similarity_score,memory_complete,history_sufficient,missing_history_count,memory_quality_status,source_state_id,source_dataset,source_artifact,memory_generation_version
andaman_nicobar_islands_1901_11_mem_andaman_nicobar_islands_1901_11,andaman_nicobar_islands_1901_11,Andaman & Nicobar Islands,1901,11,POST_MONSOON,andaman_nicobar_islands_1901_10,10,10,10,325.18181818181824,0.0,1.0,1,0,,0,0.42799061995592913,True,True,26,COMPLETE,andaman_nicobar_islands_1901_11,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1901_12_mem_andaman_nicobar_islands_1901_12,andaman_nicobar_islands_1901_12,Andaman & Nicobar Islands,1901,12,POST_MONSOON,andaman_nicobar_islands_1901_11,11,11,11,-123.86697247706424,123.86697247706424,1.0,0,0,,0,0.5319559698991373,True,True,25,COMPLETE,andaman_nicobar_islands_1901_12,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1902_01_mem_andaman_nicobar_islands_1902_01,andaman_nicobar_islands_1902_01,Andaman & Nicobar Islands,1902,1,WINTER,andaman_nicobar_islands_1901_12,12,12,12,-54.38214285714286,54.38214285714286,0.0,-1,0,,0,0.4548411391803942,True,True,24,COMPLETE,andaman_nicobar_islands_1902_01,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1902_02_mem_andaman_nicobar_islands_1902_02,andaman_nicobar_islands_1902_02,Andaman & Nicobar Islands,1902,2,WINTER,andaman_nicobar_islands_1902_01,13,13,13,132.11428571428573,0.0,0.0,0,0,,0,0.36976980324413616,True,True,23,COMPLETE,andaman_nicobar_islands_1902_02,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1902_03_mem_andaman_nicobar_islands_1902_03,andaman_nicobar_islands_1902_03,Andaman & Nicobar Islands,1902,3,PRE_MONSOON,andaman_nicobar_islands_1902_02,14,14,14,-19.39454545454545,19.39454545454545,1.0,0,0,,0,0.4919056051338415,True,True,22,COMPLETE,andaman_nicobar_islands_1902_03,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1902_04_mem_andaman_nicobar_islands_1902_04,andaman_nicobar_islands_1902_04,Andaman & Nicobar Islands,1902,4,PRE_MONSOON,andaman_nicobar_islands_1902_03,15,15,15,-71.91636363636364,71.91636363636364,0.0,-1,0,,0,0.6086327804147045,True,True,21,COMPLETE,andaman_nicobar_islands_1902_04,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1902_05_mem_andaman_nicobar_islands_1902_05,andaman_nicobar_islands_1902_05,Andaman & Nicobar Islands,1902,5,PRE_MONSOON,andaman_nicobar_islands_1902_04,16,16,16,91.27027027027032,0.0,0.0,0,0,,0,0.47755113777332325,True,True,20,COMPLETE,andaman_nicobar_islands_1902_05,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1902_06_mem_andaman_nicobar_islands_1902_06,andaman_nicobar_islands_1902_06,Andaman & Nicobar Islands,1902,6,MONSOON,andaman_nicobar_islands_1902_05,17,17,17,67.01636363636368,0.0,1.0,1,0,,0,0.5444223523122493,True,True,19,COMPLETE,andaman_nicobar_islands_1902_06,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1902_07_mem_andaman_nicobar_islands_1902_07,andaman_nicobar_islands_1902_07,Andaman & Nicobar Islands,1902,7,MONSOON,andaman_nicobar_islands_1902_06,18,18,18,-170.14727272727268,170.14727272727268,1.0,0,0,,0,0.5175815875540929,True,True,18,COMPLETE,andaman_nicobar_islands_1902_07,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1902_08_mem_andaman_nicobar_islands_1902_08,andaman_nicobar_islands_1902_08,Andaman & Nicobar Islands,1902,8,MONSOON,andaman_nicobar_islands_1902_07,19,19,19,355.08636363636367,0.0,1.0,0,0,,0,0.6161669443477275,True,True,17,COMPLETE,andaman_nicobar_islands_1902_08,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1902_09_mem_andaman_nicobar_islands_1902_09,andaman_nicobar_islands_1902_09,Andaman & Nicobar Islands,1902,9,MONSOON,andaman_nicobar_islands_1902_08,20,20,20,225.81743119266065,0.0,1.0,1,0,,0,0.5128980795651903,True,True,16,COMPLETE,andaman_nicobar_islands_1902_09,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1902_10_mem_andaman_nicobar_islands_1902_10,andaman_nicobar_islands_1902_10,Andaman & Nicobar Islands,1902,10,POST_MONSOON,andaman_nicobar_islands_1902_09,21,21,21,-92.78909090909092,92.78909090909092,1.0,0,0,,0,0.5399978566330049,True,True,15,COMPLETE,andaman_nicobar_islands_1902_10,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1902_11_mem_andaman_nicobar_islands_1902_11,andaman_nicobar_islands_1902_11,Andaman & Nicobar Islands,1902,11,POST_MONSOON,andaman_nicobar_islands_1902_10,22,22,22,125.98181818181816,0.0,1.0,0,0,,0,0.5098685584496181,True,True,14,COMPLETE,andaman_nicobar_islands_1902_11,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1902_12_mem_andaman_nicobar_islands_1902_12,andaman_nicobar_islands_1902_12,Andaman & Nicobar Islands,1902,12,POST_MONSOON,andaman_nicobar_islands_1902_11,23,23,23,3.033027522935754,0.0,1.0,1,0,,0,0.5665193476709082,True,True,13,COMPLETE,andaman_nicobar_islands_1902_12,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1903_01_mem_andaman_nicobar_islands_1903_01,andaman_nicobar_islands_1903_01,Andaman & Nicobar Islands,1903,1,WINTER,andaman_nicobar_islands_1902_12,24,24,24,-41.682142857142864,41.682142857142864,1.0,0,0,,0,0.6207523940165213,True,True,12,COMPLETE,andaman_nicobar_islands_1903_01,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1903_02_mem_andaman_nicobar_islands_1903_02,andaman_nicobar_islands_1903_02,Andaman & Nicobar Islands,1903,2,WINTER,andaman_nicobar_islands_1903_01,25,25,25,116.31428571428572,0.0,1.0,0,0,,0,0.7026642242479436,True,True,11,COMPLETE,andaman_nicobar_islands_1903_02,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1903_03_mem_andaman_nicobar_islands_1903_03,andaman_nicobar_islands_1903_03,Andaman & Nicobar Islands,1903,3,PRE_MONSOON,andaman_nicobar_islands_1903_02,26,26,26,-31.59454545454545,31.59454545454545,0.0,0,1,12.0,1,0.7515696369387377,True,True,10,COMPLETE,andaman_nicobar_islands_1903_03,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1903_04_mem_andaman_nicobar_islands_1903_04,andaman_nicobar_islands_1903_04,Andaman & Nicobar Islands,1903,4,PRE_MONSOON,andaman_nicobar_islands_1903_03,27,27,27,-70.91636363636364,70.91636363636364,0.0,-1,1,12.0,1,0.9225001685028434,True,True,9,COMPLETE,andaman_nicobar_islands_1903_04,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1903_05_mem_andaman_nicobar_islands_1903_05,andaman_nicobar_islands_1903_05,Andaman & Nicobar Islands,1903,5,PRE_MONSOON,andaman_nicobar_islands_1903_04,28,28,28,-119.72972972972973,119.72972972972973,1.0,-1,0,,0,0.5780910021934492,True,True,8,COMPLETE,andaman_nicobar_islands_1903_05,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1903_06_mem_andaman_nicobar_islands_1903_06,andaman_nicobar_islands_1903_06,Andaman & Nicobar Islands,1903,6,MONSOON,andaman_nicobar_islands_1903_05,29,29,29,9.816363636363633,0.0,1.0,0,0,,0,0.6469727044897763,True,True,7,COMPLETE,andaman_nicobar_islands_1903_06,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1903_07_mem_andaman_nicobar_islands_1903_07,andaman_nicobar_islands_1903_07,Andaman & Nicobar Islands,1903,7,MONSOON,andaman_nicobar_islands_1903_06,30,30,30,329.3527272727273,0.0,1.0,1,0,,0,0.5180443989698557,True,True,6,COMPLETE,andaman_nicobar_islands_1903_07,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1903_08_mem_andaman_nicobar_islands_1903_08,andaman_nicobar_islands_1903_08,Andaman & Nicobar Islands,1903,8,MONSOON,andaman_nicobar_islands_1903_07,31,31,31,-71.91363636363639,71.91363636363639,1.0,0,0,,0,0.5950268129345905,True,True,5,COMPLETE,andaman_nicobar_islands_1903_08,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1903_09_mem_andaman_nicobar_islands_1903_09,andaman_nicobar_islands_1903_09,Andaman & Nicobar Islands,1903,9,MONSOON,andaman_nicobar_islands_1903_08,32,32,32,-101.3825688073394,101.3825688073394,1.0,-1,0,,0,0.7333116758218152,True,True,4,COMPLETE,andaman_nicobar_islands_1903_09,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1903_10_mem_andaman_nicobar_islands_1903_10,andaman_nicobar_islands_1903_10,Andaman & Nicobar Islands,1903,10,POST_MONSOON,andaman_nicobar_islands_1903_09,33,33,33,-108.78909090909092,108.78909090909092,1.0,-1,0,,0,0.5861422619637026,True,True,3,COMPLETE,andaman_nicobar_islands_1903_10,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1903_11_mem_andaman_nicobar_islands_1903_11,andaman_nicobar_islands_1903_11,Andaman & Nicobar Islands,1903,11,POST_MONSOON,andaman_nicobar_islands_1903_10,34,34,34,51.38181818181815,0.0,1.0,0,0,,0,0.6525679948885373,True,True,2,COMPLETE,andaman_nicobar_islands_1903_11,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1903_12_mem_andaman_nicobar_islands_1903_12,andaman_nicobar_islands_1903_12,Andaman & Nicobar Islands,1903,12,POST_MONSOON,andaman_nicobar_islands_1903_11,35,35,35,67.53302752293575,0.0,1.0,1,1,1.0,1,0.7875327677103409,True,True,1,COMPLETE,andaman_nicobar_islands_1903_12,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1904_01_mem_andaman_nicobar_islands_1904_01,andaman_nicobar_islands_1904_01,Andaman & Nicobar Islands,1904,1,WINTER,andaman_nicobar_islands_1903_12,36,36,36,-44.98214285714286,44.98214285714286,1.0,0,0,,0,0.687589994582447,True,True,0,COMPLETE,andaman_nicobar_islands_1904_01,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1904_02_mem_andaman_nicobar_islands_1904_02,andaman_nicobar_islands_1904_02,Andaman & Nicobar Islands,1904,2,WINTER,andaman_nicobar_islands_1904_01,37,36,36,-12.985714285714288,12.985714285714288,1.0,-1,0,,0,0.6329135431517028,True,True,0,COMPLETE,andaman_nicobar_islands_1904_02,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1904_03_mem_andaman_nicobar_islands_1904_03,andaman_nicobar_islands_1904_03,Andaman & Nicobar Islands,1904,3,PRE_MONSOON,andaman_nicobar_islands_1904_02,38,36,36,-31.59454545454545,31.59454545454545,0.0,-1,0,,0,0.7401148924182591,True,True,0,COMPLETE,andaman_nicobar_islands_1904_03,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1904_04_mem_andaman_nicobar_islands_1904_04,andaman_nicobar_islands_1904_04,Andaman & Nicobar Islands,1904,4,PRE_MONSOON,andaman_nicobar_islands_1904_03,39,36,36,130.48363636363638,0.0,0.0,0,0,,0,0.5571702190635109,True,True,0,COMPLETE,andaman_nicobar_islands_1904_04,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1904_05_mem_andaman_nicobar_islands_1904_05,andaman_nicobar_islands_1904_05,Andaman & Nicobar Islands,1904,5,PRE_MONSOON,andaman_nicobar_islands_1904_04,40,36,36,-50.329729729729706,50.329729729729706,1.0,0,0,,0,0.5957932880116147,True,True,0,COMPLETE,andaman_nicobar_islands_1904_05,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1904_06_mem_andaman_nicobar_islands_1904_06,andaman_nicobar_islands_1904_06,Andaman & Nicobar Islands,1904,6,MONSOON,andaman_nicobar_islands_1904_05,41,36,36,25.01636363636368,0.0,1.0,0,1,12.0,1,0.776289662317784,True,True,0,COMPLETE,andaman_nicobar_islands_1904_06,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1904_07_mem_andaman_nicobar_islands_1904_07,andaman_nicobar_islands_1904_07,Andaman & Nicobar Islands,1904,7,MONSOON,andaman_nicobar_islands_1904_06,42,36,36,102.95272727272732,0.0,1.0,1,0,,0,0.6753451163998926,True,True,0,COMPLETE,andaman_nicobar_islands_1904_07,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1904_08_mem_andaman_nicobar_islands_1904_08,andaman_nicobar_islands_1904_08,Andaman & Nicobar Islands,1904,8,MONSOON,andaman_nicobar_islands_1904_07,43,36,36,-238.5136363636364,238.5136363636364,1.0,0,0,,0,0.5092404603922035,True,True,0,COMPLETE,andaman_nicobar_islands_1904_08,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1904_09_mem_andaman_nicobar_islands_1904_09,andaman_nicobar_islands_1904_09,Andaman & Nicobar Islands,1904,9,MONSOON,andaman_nicobar_islands_1904_08,44,36,36,380.0174311926606,0.0,1.0,0,0,,0,0.7172352372191824,True,True,0,COMPLETE,andaman_nicobar_islands_1904_09,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1904_10_mem_andaman_nicobar_islands_1904_10,andaman_nicobar_islands_1904_10,Andaman & Nicobar Islands,1904,10,POST_MONSOON,andaman_nicobar_islands_1904_09,45,36,36,-67.78909090909093,67.78909090909093,1.0,0,0,,0,0.657384089328458,True,True,0,COMPLETE,andaman_nicobar_islands_1904_10,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1904_11_mem_andaman_nicobar_islands_1904_11,andaman_nicobar_islands_1904_11,Andaman & Nicobar Islands,1904,11,POST_MONSOON,andaman_nicobar_islands_1904_10,46,36,36,75.68181818181816,0.0,1.0,0,0,,0,0.6213404428337133,True,True,0,COMPLETE,andaman_nicobar_islands_1904_11,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1904_12_mem_andaman_nicobar_islands_1904_12,andaman_nicobar_islands_1904_12,Andaman & Nicobar Islands,1904,12,POST_MONSOON,andaman_nicobar_islands_1904_11,47,36,36,-117.36697247706424,117.36697247706424,1.0,0,0,,0,0.6889843745277888,True,True,0,COMPLETE,andaman_nicobar_islands_1904_12,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1905_01_mem_andaman_nicobar_islands_1905_01,andaman_nicobar_islands_1905_01,Andaman & Nicobar Islands,1905,1,WINTER,andaman_nicobar_islands_1904_12,48,36,36,-53.08214285714286,53.08214285714286,1.0,-1,0,,0,0.7181384325513194,True,True,0,COMPLETE,andaman_nicobar_islands_1905_01,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1905_02_mem_andaman_nicobar_islands_1905_02,andaman_nicobar_islands_1905_02,Andaman & Nicobar Islands,1905,2,WINTER,andaman_nicobar_islands_1905_01,49,36,36,-27.685714285714287,27.685714285714287,0.0,-1,1,12.0,1,0.7502665744489161,True,True,0,COMPLETE,andaman_nicobar_islands_1905_02,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1905_03_mem_andaman_nicobar_islands_1905_03,andaman_nicobar_islands_1905_03,Andaman & Nicobar Islands,1905,3,PRE_MONSOON,andaman_nicobar_islands_1905_02,50,36,36,-28.294545454545453,28.294545454545453,0.0,-1,2,24.0,2,0.7881116090457705,True,True,0,COMPLETE,andaman_nicobar_islands_1905_03,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1905_04_mem_andaman_nicobar_islands_1905_04,andaman_nicobar_islands_1905_04,Andaman & Nicobar Islands,1905,4,PRE_MONSOON,andaman_nicobar_islands_1905_03,51,36,36,-45.01636363636364,45.01636363636364,1.0,-1,1,1.0,1,0.8144399474724484,True,True,0,COMPLETE,andaman_nicobar_islands_1905_04,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1905_05_mem_andaman_nicobar_islands_1905_05,andaman_nicobar_islands_1905_05,Andaman & Nicobar Islands,1905,5,PRE_MONSOON,andaman_nicobar_islands_1905_04,52,36,36,-75.3297297297297,75.3297297297297,1.0,-1,0,,0,0.6786083675054747,True,True,0,COMPLETE,andaman_nicobar_islands_1905_05,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1905_06_mem_andaman_nicobar_islands_1905_06,andaman_nicobar_islands_1905_06,Andaman & Nicobar Islands,1905,6,MONSOON,andaman_nicobar_islands_1905_05,53,36,36,158.6163636363637,0.0,1.0,0,0,,0,0.633244769144185,True,True,0,COMPLETE,andaman_nicobar_islands_1905_06,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1905_07_mem_andaman_nicobar_islands_1905_07,andaman_nicobar_islands_1905_07,Andaman & Nicobar Islands,1905,7,MONSOON,andaman_nicobar_islands_1905_06,54,36,36,-30.347272727272696,30.347272727272696,1.0,0,0,,0,0.6259670664698583,True,True,0,COMPLETE,andaman_nicobar_islands_1905_07,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1905_08_mem_andaman_nicobar_islands_1905_08,andaman_nicobar_islands_1905_08,Andaman & Nicobar Islands,1905,8,MONSOON,andaman_nicobar_islands_1905_07,55,36,36,-68.11363636363637,68.11363636363637,1.0,-1,0,,0,0.6260480609148057,True,True,0,COMPLETE,andaman_nicobar_islands_1905_08,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1905_09_mem_andaman_nicobar_islands_1905_09,andaman_nicobar_islands_1905_09,Andaman & Nicobar Islands,1905,9,MONSOON,andaman_nicobar_islands_1905_08,56,36,36,-143.3825688073394,143.3825688073394,1.0,-1,0,,0,0.6532396060335509,True,True,0,COMPLETE,andaman_nicobar_islands_1905_09,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1905_10_mem_andaman_nicobar_islands_1905_10,andaman_nicobar_islands_1905_10,Andaman & Nicobar Islands,1905,10,POST_MONSOON,andaman_nicobar_islands_1905_09,57,36,36,-29.28909090909093,29.28909090909093,1.0,-1,0,,0,0.633255038568516,True,True,0,COMPLETE,andaman_nicobar_islands_1905_10,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
andaman_nicobar_islands_1905_11_mem_andaman_nicobar_islands_1905_11,andaman_nicobar_islands_1905_11,Andaman & Nicobar Islands,1905,11,POST_MONSOON,andaman_nicobar_islands_1905_10,58,36,36,-207.61818181818185,207.61818181818185,1.0,-1,0,,0,0.5550196089905196,True,True,0,COMPLETE,andaman_nicobar_islands_1905_11,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
